id_venda,data_venda,tipo_vinho,produto,safra,preco_unitario,quantidade,desconto_aplicado,canal,regiao_cliente,tipo_cliente,forma_pagamento,valor_total,sucesso_venda
224,2025-07-11,Tinto,Merlot Classico,2003,166.44,6,0.0,Loja Fisica,Centro-Oeste,PF,Pix,998.64,1
225,2024-02-21,Tinto,Tannat Especial,2006,249.28,8,0.0,Loja Fisica,Sudeste,PF,Credito,1994.24,1
226,2025-10-18,Tinto,Tannat Especial,2021,294.29,7,0.0,Loja Fisica,Sul,PJ,Debito,2060.03,1
227,2026-04-19,Branco,Sauvignon Blanc,2018,156.46,8,0.1,E-commerce,Sudeste,PF,Credito,1126.51,0
228,2025-06-05,Branco,Riesling Doce,2013,101.09,6,0.2,Distribuidor,Nordeste,PJ,Credito,485.23,1
229,2024-06-09,Tinto,Cabernet Reserva,2021,286.34,6,0.0,Loja Fisica,Sul,PF,Credito,1718.04,1
230,2025-08-25,Espumante,Brut Tradicional,2017,103.38,1,0.0,E-commerce,Sudeste,PF,Credito,103.38,1
231,2025-10-05,Espumante,Brut Tradicional,2012,223.66,9,0.05,E-commerce,Sudeste,PF,Credito,1912.29,0
232,2024-03-08,Espumante,Moscatel Doce,2004,326.86,4,0.05,Loja Fisica,Sudeste,PF,Credito,1242.07,0
233,2024-02-26,Tinto,Tannat Especial,2005,133.49,4,0.05,E-commerce,Sudeste,PF,Boleto,507.26,1
234,2024-11-16,Branco,Chardonnay Safra,2020,130.22,3,0.05,Distribuidor,Sudeste,PF,Pix,371.13,1
235,2024-02-28,Tinto,Merlot Classico,2020,305.59,11,0.0,E-commerce,Sudeste,PF,Credito,3361.49,1
236,2025-12-27,Tinto,Merlot Classico,2011,215.18,10,0.25,Loja Fisica,Sul,PF,Pix,1613.85,1
237,2024-02-14,Rose,Rose Brasileiro,2006,124.41,9,0.0,E-commerce,Centro-Oeste,PF,Pix,1119.69,1
238,2024-10-05,Tinto,Malbec Premium,2020,242.57,9,0.0,Loja Fisica,Sudeste,PF,Credito,2183.13,1
239,2024-07-21,Rose,Rose Provence,2023,75.83,2,0.1,Loja Fisica,Sudeste,PF,Pix,136.49,1
240,2025-10-05,Branco,Sauvignon Blanc,2006,96.0,11,0.0,Loja Fisica,Sudeste,PF,Boleto,1056.0,0
241,2025-11-05,Branco,Chardonnay Safra,2013,116.51,22,0.0,Distribuidor,Centro-Oeste,PJ,Credito,2563.22,0
242,2026-04-09,Branco,Riesling Doce,2005,160.25,5,0.0,E-commerce,Sul,PF,Credito,801.25,0
243,2024-06-17,Tinto,Cabernet Reserva,2001,266.8,6,0.1,Distribuidor,Sudeste,PJ,Pix,1440.72,1
244,2025-09-03,Rose,Rose Brasileiro,2014,156.36,1,0.05,E-commerce,Sudeste,PF,Boleto,148.54,0
245,2024-05-16,Espumante,Brut Tradicional,2001,215.33,1,0.05,Loja Fisica,Sul,PF,Debito,204.56,0
246,2025-09-04,Branco,Sauvignon Blanc,2014,79.23,1,0.0,E-commerce,Nordeste,PF,Debito,79.23,1
247,2025-07-31,Rose,Rose Brasileiro,2019,147.15,10,0.05,Loja Fisica,Sul,PF,Pix,1397.92,1
248,2026-01-05,Tinto,Tannat Especial,2003,132.12,9,0.0,E-commerce,Sul,PF,Credito,1189.08,0
249,2024-07-18,Tinto,Tannat Especial,2018,296.73,33,0.0,Loja Fisica,Sudeste,PJ,Credito,9792.09,1
250,2024-12-08,Espumante,Brut Tradicional,2013,155.64,39,0.15,Loja Fisica,Centro-Oeste,PJ,Debito,5159.47,1
251,2025-08-04,Tinto,Merlot Classico,2022,333.01,7,0.05,Eventos,Nordeste,PF,Credito,2214.52,0
252,2024-12-23,Tinto,Merlot Classico,2003,141.21,4,0.05,Loja Fisica,Sudeste,PF,Pix,536.6,1
253,2025-04-24,Tinto,Malbec Premium,2021,323.67,38,0.15,Loja Fisica,Sul,PJ,Credito,10454.54,1
254,2025-06-27,Branco,Sauvignon Blanc,2018,131.68,9,0.0,E-commerce,Sudeste,PJ,Debito,1185.12,1
255,2025-01-06,Tinto,Cabernet Reserva,2023,126.69,1,0.0,Loja Fisica,Sudeste,PF,Credito,126.69,1
256,2025-02-28,Tinto,Cabernet Reserva,2000,150.84,11,0.05,E-commerce,Centro-Oeste,PF,Pix,1576.28,1
257,2025-07-31,Branco,Sauvignon Blanc,2000,78.99,6,0.1,E-commerce,Sul,PF,Credito,426.55,0
258,2025-04-19,Tinto,Merlot Classico,2016,311.92,3,0.0,Distribuidor,Nordeste,PF,Debito,935.76,0
259,2025-12-12,Tinto,Malbec Premium,2008,124.82,10,0.05,Loja Fisica,Sudeste,PF,Credito,1185.79,1
260,2026-01-30,Branco,Sauvignon Blanc,2002,137.3,6,0.2,E-commerce,Sudeste,PF,Boleto,659.04,0
261,2025-07-21,Tinto,Tannat Especial,2014,142.79,6,0.1,E-commerce,Nordeste,PF,Credito,771.07,1
262,2025-11-28,Rose,Rose Brasileiro,2004,181.92,4,0.15,E-commerce,Nordeste,PF,Debito,618.53,0
263,2026-03-27,Rose,Rose Brasileiro,2013,114.54,8,0.0,Loja Fisica,Centro-Oeste,PF,Credito,916.32,1
264,2025-02-26,Tinto,Merlot Classico,2011,136.5,3,0.15,Distribuidor,Sul,PF,Credito,348.07,1
265,2025-10-08,Branco,Riesling Doce,2017,211.76,4,0.1,E-commerce,Nordeste,PF,Pix,762.34,0
266,2024-12-23,Espumante,Brut Tradicional,2009,265.29,3,0.0,Distribuidor,Sul,PF,Boleto,795.87,1
267,2024-12-03,Rose,Rose Brasileiro,2021,79.11,5,0.05,Loja Fisica,Sudeste,PF,Pix,375.77,1
268,2025-01-15,Branco,Sauvignon Blanc,2011,215.39,2,0.1,Loja Fisica,Sudeste,PF,Debito,387.7,1
269,2025-12-27,Rose,Rose Brasileiro,2005,157.28,4,0.0,Loja Fisica,Sul,PF,Pix,629.12,1
270,2024-11-20,Espumante,Brut Tradicional,2019,99.97,32,0.0,Distribuidor,Norte,PJ,Credito,3199.04,0
271,2025-03-29,Branco,Riesling Doce,2021,103.69,6,0.0,Loja Fisica,Nordeste,PF,Debito,622.14,1
272,2024-07-29,Espumante,Brut Tradicional,2012,397.17,15,0.0,Loja Fisica,Sudeste,PJ,Credito,5957.55,1
273,2025-11-18,Tinto,Tannat Especial,2018,116.9,10,0.0,Loja Fisica,Sudeste,PF,Pix,1169.0,0
274,2024-09-11,Tinto,Merlot Classico,2004,223.0,9,0.1,E-commerce,Sudeste,PF,Debito,1806.3,1
275,2025-12-19,Tinto,Malbec Premium,2004,130.4,2,0.05,Loja Fisica,Nordeste,PF,Pix,247.76,1
276,2025-09-08,Tinto,Cabernet Reserva,2020,268.58,36,0.1,Distribuidor,Sudeste,PJ,Pix,8701.99,1
277,2026-02-21,Branco,Riesling Doce,2010,188.32,6,0.15,Loja Fisica,Sudeste,PF,Boleto,960.43,0
278,2025-11-11,Tinto,Malbec Premium,2015,218.79,8,0.0,Distribuidor,Sudeste,PF,Credito,1750.32,1
279,2024-03-28,Tinto,Tannat Especial,2016,225.58,3,0.2,E-commerce,Sudeste,PF,Pix,541.39,1
280,2024-03-04,Rose,Rose Brasileiro,2015,115.93,22,0.1,E-commerce,Norte,PJ,Debito,2295.41,1
281,2025-02-23,Espumante,Brut Tradicional,2007,316.62,8,0.0,Loja Fisica,Sul,PF,Credito,2532.96,1
282,2026-01-13,Tinto,Cabernet Reserva,2006,241.12,6,0.05,E-commerce,Sudeste,PF,Debito,1374.38,0
283,2025-07-31,Tinto,Merlot Classico,2011,139.4,5,0.15,Loja Fisica,Centro-Oeste,PJ,Pix,592.45,1
284,2025-01-18,Tinto,Tannat Especial,2015,153.03,11,0.0,E-commerce,Nordeste,PF,Debito,1683.33,1
285,2025-01-03,Branco,Sauvignon Blanc,2005,72.2,10,0.15,E-commerce,Sudeste,PF,Debito,613.7,1
286,2025-01-02,Tinto,Malbec Premium,2015,196.55,6,0.1,Distribuidor,Sudeste,PF,Boleto,1061.37,1
287,2025-03-23,Tinto,Merlot Classico,2009,230.37,10,0.2,Loja Fisica,Sudeste,PF,Credito,1842.96,1
288,2025-01-24,Branco,Riesling Doce,2006,136.25,2,0.05,Loja Fisica,Sudeste,PF,Credito,258.88,1
289,2024-03-20,Tinto,Cabernet Reserva,2000,334.17,5,0.0,E-commerce,Sudeste,PF,Credito,1670.85,1
290,2026-04-15,Tinto,Tannat Especial,2023,135.08,17,0.1,E-commerce,Sul,PJ,Credito,2066.72,1
291,2026-03-03,Tinto,Malbec Premium,2023,95.55,4,0.2,Loja Fisica,Norte,PF,Debito,305.76,1
292,2024-05-06,Branco,Riesling Doce,2005,222.33,10,0.0,E-commerce,Sul,PF,Credito,2223.3,0
293,2024-01-07,Espumante,Moscatel Doce,2016,272.33,3,0.0,Loja Fisica,Sul,PF,Debito,816.99,0
294,2024-06-25,Branco,Sauvignon Blanc,2007,76.32,9,0.0,E-commerce,Centro-Oeste,PF,Debito,686.88,1
295,2024-07-08,Espumante,Moscatel Doce,2007,337.49,2,0.25,Distribuidor,Sudeste,PF,Credito,506.24,0
296,2025-10-22,Tinto,Cabernet Reserva,2003,83.19,8,0.0,Loja Fisica,Centro-Oeste,PF,Credito,665.52,0
297,2026-04-05,Branco,Sauvignon Blanc,2007,113.86,4,0.05,Loja Fisica,Sul,PF,Debito,432.67,1
298,2025-07-07,Tinto,Cabernet Reserva,2015,271.7,3,0.1,Loja Fisica,Centro-Oeste,PF,Pix,733.59,0
299,2024-08-24,Branco,Riesling Doce,2001,164.29,6,0.0,Loja Fisica,Sul,PF,Credito,985.74,0
300,2025-11-30,Branco,Riesling Doce,2015,99.92,10,0.25,Loja Fisica,Sul,PF,Debito,749.4,1
301,2025-05-20,Rose,Rose Brasileiro,2014,84.4,8,0.0,Loja Fisica,Sul,PF,Pix,675.2,0
302,2026-01-26,Tinto,Malbec Premium,2022,104.72,9,0.0,Distribuidor,Sul,PF,Pix,942.48,1
303,2025-09-23,Tinto,Malbec Premium,2006,312.11,5,0.1,E-commerce,Sul,PF,Credito,1404.5,1
304,2024-02-24,Branco,Sauvignon Blanc,2014,60.95,29,0.0,Loja Fisica,Sudeste,PJ,Pix,1767.55,1
305,2026-02-25,Tinto,Cabernet Reserva,2011,253.48,2,0.2,Distribuidor,Sudeste,PF,Boleto,405.57,1
306,2024-03-24,Rose,Rose Provence,2014,89.72,6,0.0,E-commerce,Nordeste,PF,Debito,538.32,1
307,2025-01-11,Branco,Riesling Doce,2009,94.57,11,0.1,Loja Fisica,Centro-Oeste,PF,Credito,936.24,1
308,2026-03-31,Tinto,Merlot Classico,2008,244.96,27,0.1,Distribuidor,Sul,PJ,Boleto,5952.53,1
309,2024-04-06,Tinto,Cabernet Reserva,2004,202.48,11,0.05,E-commerce,Nordeste,PF,Credito,2115.92,0
310,2026-02-18,Rose,Rose Provence,2002,120.74,3,0.0,Distribuidor,Norte,PF,Credito,362.22,1
311,2024-06-15,Espumante,Brut Tradicional,2007,290.39,7,0.0,Eventos,Nordeste,PF,Pix,2032.73,0
312,2024-08-05,Tinto,Merlot Classico,2003,261.8,2,0.0,E-commerce,Sul,PF,Debito,523.6,1
313,2024-10-09,Tinto,Tannat Especial,2013,114.8,4,0.1,Loja Fisica,Sudeste,PF,Credito,413.28,0
314,2026-02-05,Tinto,Cabernet Reserva,2020,95.34,7,0.15,Loja Fisica,Sudeste,PF,Pix,567.27,1
315,2024-05-27,Tinto,Merlot Classico,2017,272.16,4,0.2,Eventos,Sudeste,PJ,Debito,870.91,1
316,2025-05-24,Tinto,Cabernet Reserva,2001,95.37,1,0.2,Loja Fisica,Sudeste,PF,Credito,76.3,1
317,2026-03-31,Espumante,Brut Tradicional,2002,148.45,3,0.0,Loja Fisica,Sul,PF,Pix,445.35,0
318,2025-07-25,Espumante,Moscatel Doce,2020,203.05,2,0.0,E-commerce,Norte,PF,Credito,406.1,1
319,2024-08-06,Espumante,Moscatel Doce,2017,357.86,11,0.0,E-commerce,Sudeste,PF,Credito,3936.46,1
320,2024-01-23,Tinto,Merlot Classico,2013,105.41,3,0.0,E-commerce,Sul,PF,Credito,316.23,0
321,2026-02-24,Branco,Chardonnay Safra,2000,71.89,6,0.0,Eventos,Sul,PJ,Credito,431.34,1
322,2025-08-19,Tinto,Cabernet Reserva,2008,83.51,3,0.0,Distribuidor,Sul,PF,Pix,250.53,1
323,2025-11-21,Tinto,Merlot Classico,2016,132.61,11,0.1,Distribuidor,Sul,PF,Pix,1312.84,1
324,2024-04-05,Tinto,Cabernet Reserva,2022,156.91,5,0.0,E-commerce,Sudeste,PF,Credito,784.55,1
325,2025-04-24,Rose,Rose Brasileiro,2008,174.25,4,0.2,Eventos,Sudeste,PF,Debito,557.6,1
326,2025-04-15,Espumante,Moscatel Doce,2002,185.71,1,0.05,Loja Fisica,Sudeste,PF,Pix,176.42,1
327,2025-08-15,Tinto,Cabernet Reserva,2004,286.12,6,0.25,Loja Fisica,Sudeste,PF,Credito,1287.54,1
328,2025-05-21,Espumante,Brut Tradicional,2011,255.34,2,0.0,E-commerce,Sul,PF,Pix,510.68,1
329,2024-01-29,Branco,Sauvignon Blanc,2015,140.0,1,0.0,Loja Fisica,Sudeste,PF,Debito,140.0,1
330,2025-09-05,Tinto,Merlot Classico,2018,214.18,5,0.05,E-commerce,Sudeste,PF,Boleto,1017.36,1
331,2024-09-28,Espumante,Brut Tradicional,2001,97.91,11,0.05,Loja Fisica,Norte,PF,Credito,1023.16,1
332,2026-03-08,Espumante,Moscatel Doce,2017,121.55,3,0.0,E-commerce,Sul,PF,Credito,364.65,1
333,2025-01-04,Tinto,Tannat Especial,2009,309.17,11,0.05,E-commerce,Nordeste,PF,Pix,3230.83,1
334,2024-08-22,Espumante,Brut Tradicional,2012,363.77,4,0.0,Loja Fisica,Sudeste,PF,Credito,1455.08,0
335,2025-11-30,Tinto,Merlot Classico,2019,239.2,10,0.15,Loja Fisica,Sudeste,PF,Pix,2033.2,1
336,2024-04-08,Tinto,Merlot Classico,2013,209.76,7,0.1,Loja Fisica,Sudeste,PF,Credito,1321.49,0
337,2024-10-21,Tinto,Cabernet Reserva,2016,254.8,7,0.0,E-commerce,Sul,PF,Credito,1783.6,1
338,2024-01-31,Rose,Rose Brasileiro,2000,189.0,7,0.05,Distribuidor,Sudeste,PF,Credito,1256.85,0
339,2026-01-07,Tinto,Cabernet Reserva,2013,335.02,11,0.05,Eventos,Sul,PF,Pix,3500.96,1
340,2025-08-17,Tinto,Malbec Premium,2001,109.75,10,0.1,Eventos,Sudeste,PF,Boleto,987.75,0
341,2025-12-11,Tinto,Merlot Classico,2012,147.96,18,0.05,E-commerce,Centro-Oeste,PJ,Pix,2530.12,1
342,2024-04-24,Branco,Riesling Doce,2014,209.49,5,0.0,E-commerce,Sudeste,PF,Credito,1047.45,0
343,2024-10-18,Rose,Rose Provence,2002,184.2,8,0.2,E-commerce,Sudeste,PF,Debito,1178.88,0
344,2025-04-19,Branco,Chardonnay Safra,2007,121.24,11,0.0,Eventos,Sudeste,PF,Debito,1333.64,1
345,2024-06-08,Tinto,Tannat Especial,2016,284.27,3,0.0,Loja Fisica,Sudeste,PJ,Credito,852.81,0
346,2025-04-20,Branco,Riesling Doce,2022,231.44,13,0.0,Loja Fisica,Sudeste,PJ,Pix,3008.72,1
347,2025-11-02,Tinto,Malbec Premium,2014,161.34,1,0.0,Loja Fisica,Sudeste,PF,Pix,161.34,0
348,2025-01-15,Tinto,Merlot Classico,2019,325.44,9,0.2,E-commerce,Sudeste,PF,Credito,2343.17,1
349,2025-08-23,Tinto,Malbec Premium,2016,281.46,3,0.0,Distribuidor,Sul,PF,Pix,844.38,1
350,2024-01-03,Branco,Riesling Doce,2017,204.08,3,0.0,Distribuidor,Sul,PF,Pix,612.24,0
351,2025-04-30,Tinto,Tannat Especial,2011,298.68,9,0.1,Loja Fisica,Sul,PF,Debito,2419.31,1
352,2025-08-24,Espumante,Moscatel Doce,2014,143.37,36,0.05,Eventos,Norte,PJ,Pix,4903.25,0
353,2026-01-08,Tinto,Merlot Classico,2002,121.45,8,0.15,Loja Fisica,Sudeste,PF,Credito,825.86,1
354,2024-01-15,Tinto,Tannat Especial,2005,239.89,7,0.0,E-commerce,Sudeste,PF,Pix,1679.23,1
355,2025-04-08,Rose,Rose Brasileiro,2011,199.69,5,0.0,Distribuidor,Sudeste,PF,Debito,998.45,0
356,2025-04-15,Rose,Rose Brasileiro,2011,190.36,11,0.1,Loja Fisica,Sul,PF,Pix,1884.56,1
357,2025-03-04,Branco,Sauvignon Blanc,2020,151.75,32,0.15,Eventos,Sudeste,PJ,Pix,4127.6,1
358,2024-04-29,Branco,Riesling Doce,2019,108.77,2,0.1,Loja Fisica,Sudeste,PF,Credito,195.79,1
359,2025-11-05,Branco,Sauvignon Blanc,2009,152.0,39,0.15,E-commerce,Sul,PJ,Pix,5038.8,1
360,2024-10-06,Rose,Rose Provence,2020,184.77,7,0.25,Distribuidor,Sudeste,PF,Boleto,970.04,1
361,2024-04-20,Tinto,Malbec Premium,2003,146.55,21,0.0,E-commerce,Sudeste,PJ,Credito,3077.55,1
362,2024-10-05,Branco,Sauvignon Blanc,2008,90.35,5,0.0,E-commerce,Centro-Oeste,PF,Pix,451.75,0
363,2024-08-24,Branco,Chardonnay Safra,2021,187.76,9,0.1,E-commerce,Nordeste,PF,Debito,1520.86,1
364,2026-04-01,Tinto,Tannat Especial,2019,138.49,7,0.15,E-commerce,Sudeste,PF,Credito,824.02,1
365,2024-01-26,Tinto,Merlot Classico,2008,185.12,4,0.0,Distribuidor,Sudeste,PF,Pix,740.48,0
366,2024-06-27,Tinto,Tannat Especial,2003,192.6,6,0.2,Loja Fisica,Sudeste,PF,Credito,924.48,1
367,2026-02-12,Tinto,Tannat Especial,2005,114.72,4,0.0,Distribuidor,Sul,PF,Credito,458.88,1
368,2025-06-03,Tinto,Tannat Especial,2007,234.31,16,0.0,Loja Fisica,Sudeste,PJ,Pix,3748.96,1
369,2024-05-25,Branco,Chardonnay Safra,2008,240.93,7,0.1,E-commerce,Sudeste,PF,Credito,1517.86,1
370,2025-05-25,Tinto,Cabernet Reserva,2007,92.79,4,0.0,Loja Fisica,Sul,PF,Credito,371.16,1
371,2024-07-26,Rose,Rose Provence,2007,157.11,8,0.05,E-commerce,Sul,PF,Credito,1194.04,0
372,2025-10-07,Rose,Rose Provence,2017,174.23,17,0.2,Eventos,Nordeste,PJ,Pix,2369.53,1
373,2025-03-14,Branco,Sauvignon Blanc,2023,107.29,34,0.1,Distribuidor,Sudeste,PJ,Pix,3283.07,1
374,2026-02-10,Espumante,Brut Tradicional,2006,314.67,3,0.15,E-commerce,Sul,PF,Boleto,802.41,1
375,2024-06-09,Tinto,Malbec Premium,2006,316.63,3,0.0,Distribuidor,Sul,PF,Pix,949.89,1
376,2025-03-11,Tinto,Merlot Classico,2006,155.1,6,0.2,E-commerce,Nordeste,PF,Credito,744.48,1
377,2024-10-05,Espumante,Brut Tradicional,2012,194.47,10,0.1,Loja Fisica,Sudeste,PF,Pix,1750.23,1
378,2026-03-29,Espumante,Brut Tradicional,2016,114.26,21,0.15,E-commerce,Nordeste,PJ,Debito,2039.54,0
379,2025-12-12,Tinto,Malbec Premium,2023,114.53,3,0.0,Eventos,Sudeste,PF,Boleto,343.59,0
380,2024-10-03,Tinto,Merlot Classico,2015,290.16,6,0.05,Loja Fisica,Sudeste,PF,Pix,1653.91,1
381,2024-06-24,Tinto,Malbec Premium,2015,249.99,5,0.2,Loja Fisica,Sudeste,PF,Credito,999.96,0
382,2024-04-27,Branco,Riesling Doce,2010,113.17,11,0.1,E-commerce,Sudeste,PF,Credito,1120.38,0
383,2025-06-18,Branco,Sauvignon Blanc,2006,122.29,4,0.2,E-commerce,Sudeste,PF,Debito,391.33,1
384,2025-06-12,Tinto,Malbec Premium,2016,90.78,8,0.15,E-commerce,Sudeste,PF,Credito,617.3,1
385,2025-06-30,Branco,Riesling Doce,2017,194.04,16,0.0,E-commerce,Sul,PJ,Debito,3104.64,1
386,2024-08-24,Tinto,Merlot Classico,2019,198.13,5,0.1,Loja Fisica,Sudeste,PF,Credito,891.59,1
387,2024-01-25,Tinto,Tannat Especial,2013,149.49,13,0.1,E-commerce,Sudeste,PJ,Credito,1749.03,1
388,2024-06-22,Tinto,Tannat Especial,2000,337.29,10,0.0,Loja Fisica,Sudeste,PJ,Credito,3372.9,1
389,2026-02-17,Branco,Sauvignon Blanc,2023,221.38,24,0.2,E-commerce,Sudeste,PJ,Credito,4250.5,1
390,2025-07-18,Tinto,Tannat Especial,2007,188.02,30,0.0,E-commerce,Sul,PJ,Debito,5640.6,1
391,2025-11-20,Tinto,Merlot Classico,2019,317.93,2,0.05,E-commerce,Sul,PF,Pix,604.07,0
392,2025-02-07,Tinto,Cabernet Reserva,2012,227.11,5,0.1,Distribuidor,Sudeste,PF,Credito,1022.0,1
393,2026-01-07,Tinto,Tannat Especial,2012,303.73,3,0.0,Loja Fisica,Centro-Oeste,PF,Debito,911.19,0
394,2025-05-13,Tinto,Tannat Especial,2008,255.26,5,0.05,E-commerce,Sudeste,PF,Credito,1212.48,1
395,2024-06-06,Tinto,Tannat Especial,2005,104.61,4,0.2,Loja Fisica,Sul,PF,Pix,334.75,1
396,2026-03-27,Tinto,Malbec Premium,2023,335.67,3,0.0,Eventos,Sul,PF,Debito,1007.01,1
397,2024-04-20,Tinto,Merlot Classico,2011,122.71,5,0.05,E-commerce,Sudeste,PF,Credito,582.87,1
398,2024-05-03,Espumante,Moscatel Doce,2001,133.21,11,0.05,E-commerce,Sudeste,PF,Credito,1392.04,1
399,2025-01-10,Tinto,Merlot Classico,2005,206.02,5,0.25,E-commerce,Sudeste,PF,Credito,772.58,0
400,2024-12-26,Espumante,Moscatel Doce,2002,230.49,8,0.0,Loja Fisica,Sudeste,PF,Credito,1843.92,1
401,2024-10-30,Branco,Chardonnay Safra,2011,88.97,1,0.0,Distribuidor,Sudeste,PF,Credito,88.97,1
402,2024-05-26,Tinto,Tannat Especial,2006,202.25,8,0.0,Eventos,Sudeste,PF,Debito,1618.0,0
403,2024-06-13,Tinto,Tannat Especial,2015,258.99,19,0.05,Loja Fisica,Centro-Oeste,PJ,Boleto,4674.77,0
404,2024-10-29,Tinto,Cabernet Reserva,2007,308.65,8,0.0,E-commerce,Sul,PF,Credito,2469.2,0
405,2025-10-03,Tinto,Merlot Classico,2005,151.57,8,0.0,Loja Fisica,Centro-Oeste,PF,Credito,1212.56,0
406,2025-07-23,Espumante,Brut Tradicional,2007,385.56,9,0.0,E-commerce,Sudeste,PJ,Pix,3470.04,0
407,2025-08-21,Espumante,Moscatel Doce,2006,305.52,8,0.2,Loja Fisica,Sul,PF,Pix,1955.33,1
408,2025-07-04,Tinto,Malbec Premium,2015,234.98,5,0.0,E-commerce,Sudeste,PF,Credito,1174.9,1
409,2024-08-21,Tinto,Malbec Premium,2012,246.6,4,0.0,E-commerce,Sudeste,PF,Boleto,986.4,1
410,2025-10-12,Tinto,Merlot Classico,2014,247.88,3,0.1,Distribuidor,Sudeste,PF,Credito,669.28,0
411,2025-07-14,Tinto,Merlot Classico,2017,276.53,38,0.2,E-commerce,Sudeste,PJ,Credito,8406.51,1
412,2025-12-05,Tinto,Merlot Classico,2014,313.6,10,0.0,Distribuidor,Sul,PF,Credito,3136.0,1
413,2025-11-10,Espumante,Moscatel Doce,2012,238.57,4,0.15,Distribuidor,Sudeste,PJ,Credito,811.14,0
414,2025-06-17,Branco,Riesling Doce,2012,222.63,2,0.1,E-commerce,Sul,PF,Credito,400.73,0
415,2025-03-26,Tinto,Cabernet Reserva,2000,266.41,1,0.05,Loja Fisica,Sudeste,PF,Credito,253.09,1
416,2025-04-02,Tinto,Malbec Premium,2021,99.19,5,0.05,E-commerce,Sudeste,PF,Credito,471.15,1
417,2024-08-26,Tinto,Merlot Classico,2000,189.12,8,0.05,Distribuidor,Sudeste,PF,Credito,1437.31,1
418,2025-08-24,Espumante,Brut Tradicional,2014,395.61,15,0.1,Eventos,Sudeste,PJ,Debito,5340.74,0
419,2024-04-18,Branco,Riesling Doce,2002,85.44,27,0.0,E-commerce,Sudeste,PJ,Pix,2306.88,1
420,2025-09-07,Tinto,Malbec Premium,2002,318.84,11,0.0,E-commerce,Nordeste,PF,Debito,3507.24,1
421,2025-11-17,Tinto,Cabernet Reserva,2004,96.64,3,0.05,Loja Fisica,Sul,PF,Pix,275.42,1
422,2024-10-30,Branco,Chardonnay Safra,2016,73.52,1,0.25,E-commerce,Sudeste,PF,Credito,55.14,0
423,2024-01-12,Tinto,Malbec Premium,2014,127.64,8,0.05,Loja Fisica,Sudeste,PF,Pix,970.06,1
424,2024-01-28,Espumante,Moscatel Doce,2009,359.13,6,0.05,E-commerce,Nordeste,PF,Credito,2047.04,0
425,2025-12-05,Branco,Riesling Doce,2020,63.95,6,0.0,E-commerce,Sul,PF,Credito,383.7,0
426,2024-05-07,Tinto,Malbec Premium,2000,205.6,34,0.25,Loja Fisica,Sul,PJ,Credito,5242.8,1
427,2026-01-25,Espumante,Moscatel Doce,2010,342.81,4,0.15,Loja Fisica,Nordeste,PF,Debito,1165.55,0
428,2025-02-11,Espumante,Brut Tradicional,2009,355.59,6,0.0,Distribuidor,Nordeste,PF,Credito,2133.54,0
429,2024-10-29,Tinto,Tannat Especial,2021,138.43,36,0.25,E-commerce,Sudeste,PJ,Credito,3737.61,1
430,2024-02-25,Tinto,Malbec Premium,2010,239.11,10,0.05,Loja Fisica,Sul,PJ,Credito,2271.55,1
431,2025-08-30,Tinto,Malbec Premium,2013,172.95,5,0.2,Eventos,Sudeste,PF,Credito,691.8,0
432,2025-11-10,Tinto,Tannat Especial,2022,292.72,5,0.2,Loja Fisica,Nordeste,PF,Debito,1170.88,1
433,2025-04-13,Rose,Rose Brasileiro,2001,166.39,4,0.15,E-commerce,Sudeste,PF,Debito,565.73,0
434,2026-03-10,Tinto,Merlot Classico,2000,86.74,12,0.05,Loja Fisica,Sudeste,PJ,Credito,988.84,0
435,2024-04-16,Tinto,Cabernet Reserva,2018,316.84,11,0.05,E-commerce,Sudeste,PF,Boleto,3310.98,0
436,2024-02-28,Tinto,Tannat Especial,2022,164.75,34,0.05,E-commerce,Sudeste,PJ,Pix,5321.43,1
437,2025-04-06,Tinto,Tannat Especial,2011,238.97,5,0.0,E-commerce,Norte,PF,Credito,1194.85,1
438,2024-04-11,Tinto,Tannat Especial,2017,132.72,5,0.2,E-commerce,Sudeste,PF,Credito,530.88,1
439,2024-09-29,Tinto,Tannat Especial,2007,121.65,21,0.1,Loja Fisica,Sudeste,PJ,Boleto,2299.18,1
440,2025-10-09,Tinto,Cabernet Reserva,2004,284.26,7,0.0,E-commerce,Sul,PF,Credito,1989.82,0
441,2025-09-27,Branco,Riesling Doce,2022,131.37,7,0.2,Loja Fisica,Sudeste,PF,Debito,735.67,1
442,2024-02-14,Tinto,Merlot Classico,2012,83.77,11,0.0,E-commerce,Sudeste,PF,Pix,921.47,1
443,2024-06-02,Tinto,Merlot Classico,2004,117.29,6,0.0,E-commerce,Sudeste,PF,Credito,703.74,1
444,2026-02-06,Tinto,Tannat Especial,2019,143.8,9,0.0,Distribuidor,Sudeste,PF,Debito,1294.2,1
445,2024-09-24,Tinto,Malbec Premium,2009,212.13,8,0.05,Distribuidor,Centro-Oeste,PF,Debito,1612.19,1
446,2026-04-08,Rose,Rose Brasileiro,2003,145.93,8,0.0,E-commerce,Sul,PF,Credito,1167.44,0
447,2024-12-18,Tinto,Merlot Classico,2003,257.8,7,0.25,Loja Fisica,Norte,PF,Credito,1353.45,1
448,2024-08-25,Espumante,Moscatel Doce,2012,163.73,5,0.15,E-commerce,Sudeste,PF,Pix,695.85,0
